uri,album,artist_uri,artist,track,url,popularity,added_at,release_date,release_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,genre score,Liked
spotify:track:0ey9VL7lFerteaCVvahKYV,Forgiveness Rock Record,7lOJ7WXyopaxri0dbOiZkd,Broken Social Scene,Sweetest Kill,https://open.spotify.com/track/0ey9VL7lFerteaCVvahKYV,53,2020-03-12T22:40:03Z,2010-05-04,2010,0.709,0.384,5,-12.427,1,0.0301,0.0893,0.848,0.0961,0.691,87.961,audio_features,0ey9VL7lFerteaCVvahKYV,https://api.spotify.com/v1/tracks/0ey9VL7lFerteaCVvahKYV,https://api.spotify.com/v1/audio-analysis/0ey9VL7lFerteaCVvahKYV,309307,4,494.0,1
spotify:track:03gKdAQAswBo7v4p8F1An4,You Forgot It In People,7lOJ7WXyopaxri0dbOiZkd,Broken Social Scene,Pacific Theme,https://open.spotify.com/track/03gKdAQAswBo7v4p8F1An4,46,2020-06-13T21:26:33Z,2003-03-11,2003,0.723,0.703,0,-9.495,1,0.0318,0.0272,0.313,0.0979,0.767,129.725,audio_features,03gKdAQAswBo7v4p8F1An4,https://api.spotify.com/v1/tracks/03gKdAQAswBo7v4p8F1An4,https://api.spotify.com/v1/audio-analysis/03gKdAQAswBo7v4p8F1An4,309187,4,494.0,1
spotify:track:7ywp9MWERblgkSMoMBugC0,Holiday,6RWjTQqILL7a1tQ0VapyLK,The Magnetic Fields,Strange Powers,https://open.spotify.com/track/7ywp9MWERblgkSMoMBugC0,51,2019-11-03T17:42:52Z,1994,1994,0.668,0.677,0,-8.154,1,0.0318,0.526,2.43e-05,0.129,0.963,131.767,audio_features,7ywp9MWERblgkSMoMBugC0,https://api.spotify.com/v1/tracks/7ywp9MWERblgkSMoMBugC0,https://api.spotify.com/v1/audio-analysis/7ywp9MWERblgkSMoMBugC0,161613,4,457.0,1
spotify:track:0iTpQYzJnYgh7kIxyq8A2O,Veckatimest,2Jv5eshHtLycR6R8KQCdc4,Grizzly Bear,Two Weeks,https://open.spotify.com/track/0iTpQYzJnYgh7kIxyq8A2O,69,2019-11-03T17:35:40Z,2009-05-24,2009,0.537,0.712,5,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871,audio_features,0iTpQYzJnYgh7kIxyq8A2O,https://api.spotify.com/v1/tracks/0iTpQYzJnYgh7kIxyq8A2O,https://api.spotify.com/v1/audio-analysis/0iTpQYzJnYgh7kIxyq8A2O,243160,4,447.0,1
spotify:track:0szSOfZVM3G5mWI1ogQjr7,Painted Ruins,2Jv5eshHtLycR6R8KQCdc4,Grizzly Bear,Mourning Sound,https://open.spotify.com/track/0szSOfZVM3G5mWI1ogQjr7,53,2019-11-03T17:41:44Z,2017-08-18,2017,0.507,0.737,7,-6.332,1,0.0624,0.15,0.159,0.122,0.441,128.015,audio_features,0szSOfZVM3G5mWI1ogQjr7,https://api.spotify.com/v1/tracks/0szSOfZVM3G5mWI1ogQjr7,https://api.spotify.com/v1/audio-analysis/0szSOfZVM3G5mWI1ogQjr7,262107,4,447.0,1
spotify:track:6xAa0kGkTLU22ZyoHOCHgi,Z,43O3c6wewpzPKwVaGEEtBM,My Morning Jacket,Wordless Chorus,https://open.spotify.com/track/6xAa0kGkTLU22ZyoHOCHgi,56,2020-03-13T11:14:42Z,2005-10-04,2005,0.824,0.377,2,-9.222,1,0.0436,0.107,0.604,0.11,0.779,116.342,audio_features,6xAa0kGkTLU22ZyoHOCHgi,https://api.spotify.com/v1/tracks/6xAa0kGkTLU22ZyoHOCHgi,https://api.spotify.com/v1/audio-analysis/6xAa0kGkTLU22ZyoHOCHgi,252760,4,442.0,1
spotify:track:2CRjfe8gLYosdjwT5m84KA,Z,43O3c6wewpzPKwVaGEEtBM,My Morning Jacket,Wordless Chorus,https://open.spotify.com/track/2CRjfe8gLYosdjwT5m84KA,0,2018-05-21T16:19:50Z,2005-10-04,2005,0.824,0.377,2,-9.222,1,0.0436,0.107,0.604,0.11,0.779,116.342,audio_features,2CRjfe8gLYosdjwT5m84KA,https://api.spotify.com/v1/tracks/2CRjfe8gLYosdjwT5m84KA,https://api.spotify.com/v1/audio-analysis/2CRjfe8gLYosdjwT5m84KA,252760,4,442.0,1
spotify:track:5boh3WTOJ1aOF6uUEF4HPh,It Still Moves,43O3c6wewpzPKwVaGEEtBM,My Morning Jacket,One Big Holiday,https://open.spotify.com/track/5boh3WTOJ1aOF6uUEF4HPh,53,2019-11-06T03:01:11Z,2003-09-09,2003,0.412,0.917,9,-7.036,0,0.0525,0.0925,0.0143,0.24,0.313,136.85,audio_features,5boh3WTOJ1aOF6uUEF4HPh,https://api.spotify.com/v1/tracks/5boh3WTOJ1aOF6uUEF4HPh,https://api.spotify.com/v1/audio-analysis/5boh3WTOJ1aOF6uUEF4HPh,321373,4,442.0,1
spotify:track:6Ew3AXTWdNVFjHila1Xshp,Evil Urges,43O3c6wewpzPKwVaGEEtBM,My Morning Jacket,Evil Urges,https://open.spotify.com/track/6Ew3AXTWdNVFjHila1Xshp,37,2020-03-13T11:18:05Z,2008-06-10,2008,0.453,0.895,7,-6.069,1,0.0412,0.0699,6.76e-05,0.16,0.452,133.917,audio_features,6Ew3AXTWdNVFjHila1Xshp,https://api.spotify.com/v1/tracks/6Ew3AXTWdNVFjHila1Xshp,https://api.spotify.com/v1/audio-analysis/6Ew3AXTWdNVFjHila1Xshp,311840,4,442.0,1
spotify:track:6S6yazc6ThHZdRCXcV6CoC,Evil Urges,43O3c6wewpzPKwVaGEEtBM,My Morning Jacket,"Touch Me I'm Going To Scream, Pt. 1",https://open.spotify.com/track/6S6yazc6ThHZdRCXcV6CoC,37,2020-03-13T11:18:25Z,2008-06-10,2008,0.52,0.779,6,-7.56,0,0.0332,0.00336,0.0487,0.139,0.678,160.626,audio_features,6S6yazc6ThHZdRCXcV6CoC,https://api.spotify.com/v1/tracks/6S6yazc6ThHZdRCXcV6CoC,https://api.spotify.com/v1/audio-analysis/6S6yazc6ThHZdRCXcV6CoC,229147,4,442.0,1
spotify:track:0RnxXejltqoVbgjCDjkw9B,Z,43O3c6wewpzPKwVaGEEtBM,My Morning Jacket,It Beats For You,https://open.spotify.com/track/0RnxXejltqoVbgjCDjkw9B,0,2018-05-21T16:20:06Z,2005-10-04,2005,0.526,0.848,0,-6.192,0,0.0278,0.0633,0.442,0.27,0.772,144.227,audio_features,0RnxXejltqoVbgjCDjkw9B,https://api.spotify.com/v1/tracks/0RnxXejltqoVbgjCDjkw9B,https://api.spotify.com/v1/audio-analysis/0RnxXejltqoVbgjCDjkw9B,226973,4,442.0,1
spotify:track:0l9HpdPDaArvkeM2VUIoIW,Z,43O3c6wewpzPKwVaGEEtBM,My Morning Jacket,Knot Comes Loose,https://open.spotify.com/track/0l9HpdPDaArvkeM2VUIoIW,0,2018-05-21T16:20:06Z,2005-10-04,2005,0.527,0.263,5,-10.574,1,0.0242,0.88,0.298,0.0906,0.191,86.874,audio_features,0l9HpdPDaArvkeM2VUIoIW,https://api.spotify.com/v1/tracks/0l9HpdPDaArvkeM2VUIoIW,https://api.spotify.com/v1/audio-analysis/0l9HpdPDaArvkeM2VUIoIW,242667,4,442.0,1
spotify:track:0J4q07RCARkMMpoA61ZGQe,Okonokos,43O3c6wewpzPKwVaGEEtBM,My Morning Jacket,It Beats 4 U,https://open.spotify.com/track/0J4q07RCARkMMpoA61ZGQe,27,2020-03-13T11:19:39Z,2006-06-26,2006,0.422,0.974,7,-4.733,0,0.0676,0.0185,0.595,0.977,0.638,144.201,audio_features,0J4q07RCARkMMpoA61ZGQe,https://api.spotify.com/v1/tracks/0J4q07RCARkMMpoA61ZGQe,https://api.spotify.com/v1/audio-analysis/0J4q07RCARkMMpoA61ZGQe,266587,4,442.0,1
spotify:track:2zS9DQ5hYnFmzjJGur4Mvo,Z,43O3c6wewpzPKwVaGEEtBM,My Morning Jacket,Anytime,https://open.spotify.com/track/2zS9DQ5hYnFmzjJGur4Mvo,0,2018-05-21T16:20:06Z,2005-10-04,2005,0.474,0.813,3,-4.566,1,0.076,0.049,0.000232,0.118,0.423,134.847,audio_features,2zS9DQ5hYnFmzjJGur4Mvo,https://api.spotify.com/v1/tracks/2zS9DQ5hYnFmzjJGur4Mvo,https://api.spotify.com/v1/audio-analysis/2zS9DQ5hYnFmzjJGur4Mvo,236000,4,442.0,1
spotify:track:4u1D4h0TixOJbHrAEJG4Ce,It Still Moves (Deluxe Reissue),43O3c6wewpzPKwVaGEEtBM,My Morning Jacket,One Big Holiday,https://open.spotify.com/track/4u1D4h0TixOJbHrAEJG4Ce,39,2020-03-13T11:20:49Z,2016-05-27,2016,0.392,0.969,9,-4.43,0,0.0644,0.0235,0.0665,0.305,0.383,137.021,audio_features,4u1D4h0TixOJbHrAEJG4Ce,https://api.spotify.com/v1/tracks/4u1D4h0TixOJbHrAEJG4Ce,https://api.spotify.com/v1/audio-analysis/4u1D4h0TixOJbHrAEJG4Ce,320787,4,442.0,1
spotify:track:7Jvm7xMoVVfoimbJKAqhDQ,Evil Urges,43O3c6wewpzPKwVaGEEtBM,My Morning Jacket,Thank You Too!,https://open.spotify.com/track/7Jvm7xMoVVfoimbJKAqhDQ,38,2020-03-13T11:18:53Z,2008-06-10,2008,0.454,0.761,2,-6.75,1,0.0331,0.00842,1.56e-05,0.246,0.521,148.161,audio_features,7Jvm7xMoVVfoimbJKAqhDQ,https://api.spotify.com/v1/tracks/7Jvm7xMoVVfoimbJKAqhDQ,https://api.spotify.com/v1/audio-analysis/7Jvm7xMoVVfoimbJKAqhDQ,266893,4,442.0,1
spotify:track:3kQDykkw9HVowlm3HxTcuR,It Still Moves,43O3c6wewpzPKwVaGEEtBM,My Morning Jacket,Golden,https://open.spotify.com/track/3kQDykkw9HVowlm3HxTcuR,58,2020-06-10T14:25:13Z,2003-09-09,2003,0.566,0.479,5,-11.128,1,0.0254,0.229,0.00388,0.357,0.28,109.748,audio_features,3kQDykkw9HVowlm3HxTcuR,https://api.spotify.com/v1/tracks/3kQDykkw9HVowlm3HxTcuR,https://api.spotify.com/v1/audio-analysis/3kQDykkw9HVowlm3HxTcuR,279240,4,442.0,1
spotify:track:4Hi9iaqNARuj6Mj1MrCIcN,It Still Moves (Deluxe Edition),43O3c6wewpzPKwVaGEEtBM,My Morning Jacket,Golden,https://open.spotify.com/track/4Hi9iaqNARuj6Mj1MrCIcN,0,2020-06-13T20:58:54Z,2003-09-09,2003,0.566,0.529,5,-8.229,1,0.0246,0.0732,0.00112,0.336,0.345,109.858,audio_features,4Hi9iaqNARuj6Mj1MrCIcN,https://api.spotify.com/v1/tracks/4Hi9iaqNARuj6Mj1MrCIcN,https://api.spotify.com/v1/audio-analysis/4Hi9iaqNARuj6Mj1MrCIcN,277293,4,442.0,1
spotify:track:6hPygReEE2VhnMoYNQNxaE,Z,43O3c6wewpzPKwVaGEEtBM,My Morning Jacket,It Beats For You,https://open.spotify.com/track/6hPygReEE2VhnMoYNQNxaE,39,2020-03-13T11:21:22Z,2005-10-04,2005,0.526,0.848,0,-6.192,0,0.0278,0.0633,0.442,0.27,0.772,144.227,audio_features,6hPygReEE2VhnMoYNQNxaE,https://api.spotify.com/v1/tracks/6hPygReEE2VhnMoYNQNxaE,https://api.spotify.com/v1/audio-analysis/6hPygReEE2VhnMoYNQNxaE,226973,4,442.0,1
spotify:track:6cggVfW0GENxOmEuTUfKvo,Z,43O3c6wewpzPKwVaGEEtBM,My Morning Jacket,Dondante,https://open.spotify.com/track/6cggVfW0GENxOmEuTUfKvo,0,2018-05-21T16:20:06Z,2005-10-04,2005,0.371,0.2,5,-9.126,0,0.0325,0.387,0.114,0.11,0.248,141.277,audio_features,6cggVfW0GENxOmEuTUfKvo,https://api.spotify.com/v1/tracks/6cggVfW0GENxOmEuTUfKvo,https://api.spotify.com/v1/audio-analysis/6cggVfW0GENxOmEuTUfKvo,479307,4,442.0,1
spotify:track:6ZXoX3GiljGiuQpGCjWJI3,Halcyon Digest,38zTZcuN7nFvVJ6auhc6V3,Deerhunter,He Would Have Laughed,https://open.spotify.com/track/6ZXoX3GiljGiuQpGCjWJI3,61,2020-06-10T14:25:17Z,2010-09-27,2010,0.354,0.668,4,-7.9,1,0.0392,0.461,0.721,0.159,0.372,118.54,audio_features,6ZXoX3GiljGiuQpGCjWJI3,https://api.spotify.com/v1/tracks/6ZXoX3GiljGiuQpGCjWJI3,https://api.spotify.com/v1/audio-analysis/6ZXoX3GiljGiuQpGCjWJI3,449373,4,437.0,1
spotify:track:2Vy7B6YpJHfqSzMmheUfvy,Mouthfuls,6Qm9stX6XO1a4c7BXQDDgc,Fruit Bats,When U Love Somebody,https://open.spotify.com/track/2Vy7B6YpJHfqSzMmheUfvy,61,2020-06-10T14:25:21Z,2003-08-04,2003,0.723,0.763,7,-6.366,1,0.0262,0.122,0.00543,0.343,0.586,120.962,audio_features,2Vy7B6YpJHfqSzMmheUfvy,https://api.spotify.com/v1/tracks/2Vy7B6YpJHfqSzMmheUfvy,https://api.spotify.com/v1/audio-analysis/2Vy7B6YpJHfqSzMmheUfvy,271160,4,436.0,1
spotify:track:7LZN7FkxHZk6maiN6NdI2i,Sunlit Youth,75dQReiBOHN37fQgWQrIAJ,Local Natives,Dark Days,https://open.spotify.com/track/7LZN7FkxHZk6maiN6NdI2i,64,2020-03-14T18:53:56Z,2016-09-09,2016,0.604,0.655,9,-7.088,1,0.0273,0.109,0.0019,0.125,0.59,115.038,audio_features,7LZN7FkxHZk6maiN6NdI2i,https://api.spotify.com/v1/tracks/7LZN7FkxHZk6maiN6NdI2i,https://api.spotify.com/v1/audio-analysis/7LZN7FkxHZk6maiN6NdI2i,180413,4,429.0,1
spotify:track:1iJdIZU5Ffgixa92wrcZZC,Meeting Of The Waters,4kwxTgCKMipBKhSnEstNKj,Animal Collective,Man Of Oil,https://open.spotify.com/track/1iJdIZU5Ffgixa92wrcZZC,59,2019-11-03T17:39:29Z,2017-05-05,2017,0.633,0.565,11,-11.125,1,0.0614,0.856,0.00542,0.381,0.77,109.951,audio_features,1iJdIZU5Ffgixa92wrcZZC,https://api.spotify.com/v1/tracks/1iJdIZU5Ffgixa92wrcZZC,https://api.spotify.com/v1/audio-analysis/1iJdIZU5Ffgixa92wrcZZC,325155,4,429.0,1
spotify:track:23Q4sMxgEKRXDMi62xPP5R,We're All Gonna Die,0CDUUM6KNRvgBFYIbWxJwV,Dawes,When The Tequila Runs Out,https://open.spotify.com/track/23Q4sMxgEKRXDMi62xPP5R,50,2020-06-13T20:56:49Z,2016-09-16,2016,0.682,0.759,0,-6.225,1,0.041,0.0438,0.000309,0.367,0.863,155.993,audio_features,23Q4sMxgEKRXDMi62xPP5R,https://api.spotify.com/v1/tracks/23Q4sMxgEKRXDMi62xPP5R,https://api.spotify.com/v1/audio-analysis/23Q4sMxgEKRXDMi62xPP5R,284720,4,420.0,1
spotify:track:2SYvX2G6D5SD6BpijIOBpG,All Your Favorite Bands,0CDUUM6KNRvgBFYIbWxJwV,Dawes,Things Happen,https://open.spotify.com/track/2SYvX2G6D5SD6BpijIOBpG,58,2020-06-10T14:25:11Z,2015-06-01,2015,0.522,0.531,7,-7.78,1,0.0293,0.387,0.0,0.202,0.761,79.252,audio_features,2SYvX2G6D5SD6BpijIOBpG,https://api.spotify.com/v1/tracks/2SYvX2G6D5SD6BpijIOBpG,https://api.spotify.com/v1/audio-analysis/2SYvX2G6D5SD6BpijIOBpG,243320,4,420.0,1
spotify:track:0FB3Z2myB6k8f4YaPNLyrO,We're All Gonna Die,0CDUUM6KNRvgBFYIbWxJwV,Dawes,When The Tequila Runs Out,https://open.spotify.com/track/0FB3Z2myB6k8f4YaPNLyrO,34,2020-05-11T18:22:08Z,2016-09-16,2016,0.68,0.758,0,-6.222,1,0.0411,0.043,0.00034,0.363,0.849,155.991,audio_features,0FB3Z2myB6k8f4YaPNLyrO,https://api.spotify.com/v1/tracks/0FB3Z2myB6k8f4YaPNLyrO,https://api.spotify.com/v1/audio-analysis/0FB3Z2myB6k8f4YaPNLyrO,284720,4,420.0,1
spotify:track:2VGDntFPvgvqSiUf9ITEfW,Sound of Silver,066X20Nz7iquqkkCW6Jxy6,LCD Soundsystem,Someone Great,https://open.spotify.com/track/2VGDntFPvgvqSiUf9ITEfW,61,2019-11-21T23:19:59Z,2007-03-12,2007,0.722,0.894,7,-5.903,1,0.0325,0.0418,0.00374,0.11,0.396,113.003,audio_features,2VGDntFPvgvqSiUf9ITEfW,https://api.spotify.com/v1/tracks/2VGDntFPvgvqSiUf9ITEfW,https://api.spotify.com/v1/audio-analysis/2VGDntFPvgvqSiUf9ITEfW,390013,4,410.0,1
spotify:track:6EkWkW6fbaky8N5BVCGFFB,call the police / american dream,066X20Nz7iquqkkCW6Jxy6,LCD Soundsystem,american dream,https://open.spotify.com/track/6EkWkW6fbaky8N5BVCGFFB,0,2017-05-09T03:54:31Z,2017-05-05,2017,0.337,0.462,0,-9.955,1,0.0294,0.0365,0.0152,0.0782,0.182,199.991,audio_features,6EkWkW6fbaky8N5BVCGFFB,https://api.spotify.com/v1/tracks/6EkWkW6fbaky8N5BVCGFFB,https://api.spotify.com/v1/audio-analysis/6EkWkW6fbaky8N5BVCGFFB,373080,3,410.0,1
spotify:track:2073QOEC8rBtSyTsRyaWiP,This Is Happening,066X20Nz7iquqkkCW6Jxy6,LCD Soundsystem,I Can Change,https://open.spotify.com/track/2073QOEC8rBtSyTsRyaWiP,60,2019-11-03T17:42:18Z,2010-05-17,2010,0.644,0.73,1,-6.565,1,0.0287,0.00215,0.00178,0.233,0.695,116.981,audio_features,2073QOEC8rBtSyTsRyaWiP,https://api.spotify.com/v1/tracks/2073QOEC8rBtSyTsRyaWiP,https://api.spotify.com/v1/audio-analysis/2073QOEC8rBtSyTsRyaWiP,352004,4,410.0,1
spotify:track:7d7l6Qnbnqv9nkuHrh6p1N,Introns,066X20Nz7iquqkkCW6Jxy6,LCD Soundsystem,Daft Punk Is Playing at My House - Soulwax Shibuya Mix,https://open.spotify.com/track/7d7l6Qnbnqv9nkuHrh6p1N,29,2020-05-04T13:47:08Z,2006-03-10,2006,0.658,0.954,9,-5.376,1,0.0792,0.000891,9.8e-06,0.115,0.486,132.029,audio_features,7d7l6Qnbnqv9nkuHrh6p1N,https://api.spotify.com/v1/tracks/7d7l6Qnbnqv9nkuHrh6p1N,https://api.spotify.com/v1/audio-analysis/7d7l6Qnbnqv9nkuHrh6p1N,411084,3,410.0,1
spotify:track:2NVaKeIAUZwN5tXnn12EMi,Fate,4mLJ3XfOM5FPjSAWdQ2Jk7,Dr. Dog,The Breeze,https://open.spotify.com/track/2NVaKeIAUZwN5tXnn12EMi,58,2019-11-03T17:46:14Z,2008-07-22,2008,0.611,0.538,9,-7.74,1,0.0343,0.76,2.68e-05,0.612,0.319,90.124,audio_features,2NVaKeIAUZwN5tXnn12EMi,https://api.spotify.com/v1/tracks/2NVaKeIAUZwN5tXnn12EMi,https://api.spotify.com/v1/audio-analysis/2NVaKeIAUZwN5tXnn12EMi,239093,4,410.0,1
spotify:track:1L44XODDvPjK4Tl9airKLy,Bright Like Neon Love,4EENT7N7rCBwrddM3s0vFS,Cut Copy,Future,https://open.spotify.com/track/1L44XODDvPjK4Tl9airKLy,39,2020-03-17T18:43:04Z,2004-01-01,2004,0.681,0.879,9,-8.976,0,0.0388,0.088,0.33,0.113,0.658,119.494,audio_features,1L44XODDvPjK4Tl9airKLy,https://api.spotify.com/v1/tracks/1L44XODDvPjK4Tl9airKLy,https://api.spotify.com/v1/audio-analysis/1L44XODDvPjK4Tl9airKLy,312040,4,407.0,1
spotify:track:0pAisVoZ7Gybjvm0q7AoVu,In Ghost Colours,4EENT7N7rCBwrddM3s0vFS,Cut Copy,Hearts On Fire,https://open.spotify.com/track/0pAisVoZ7Gybjvm0q7AoVu,52,2020-03-09T11:03:20Z,2008-01-01,2008,0.581,0.959,10,-3.955,0,0.0498,0.0421,0.93,0.242,0.731,124.969,audio_features,0pAisVoZ7Gybjvm0q7AoVu,https://api.spotify.com/v1/tracks/0pAisVoZ7Gybjvm0q7AoVu,https://api.spotify.com/v1/audio-analysis/0pAisVoZ7Gybjvm0q7AoVu,292547,4,407.0,1
spotify:track:24khVrhasHE3DhAQiceqxI,New Health Rock,3HJIB8sYPyxrFGuwvKXSLR,TV On The Radio,The Wrong Way,https://open.spotify.com/track/24khVrhasHE3DhAQiceqxI,7,2020-06-12T19:12:41Z,2004-10-12,2004,0.267,0.706,1,-8.512,1,0.0496,0.0535,0.803,0.0721,0.0943,199.77,audio_features,24khVrhasHE3DhAQiceqxI,https://api.spotify.com/v1/tracks/24khVrhasHE3DhAQiceqxI,https://api.spotify.com/v1/audio-analysis/24khVrhasHE3DhAQiceqxI,279427,4,403.0,1
spotify:track:2UWdUez9MB9yzL7Y81Mcip,The Suburbs,3kjuyTCjPG1WMFCiyc5IuB,Arcade Fire,The Suburbs,https://open.spotify.com/track/2UWdUez9MB9yzL7Y81Mcip,70,2020-06-10T14:25:55Z,2010,2010,0.616,0.682,6,-6.148,0,0.0265,0.0578,0.0241,0.342,0.528,117.78,audio_features,2UWdUez9MB9yzL7Y81Mcip,https://api.spotify.com/v1/tracks/2UWdUez9MB9yzL7Y81Mcip,https://api.spotify.com/v1/audio-analysis/2UWdUez9MB9yzL7Y81Mcip,315200,4,394.0,1
spotify:track:0U0p8weaMIbIFMJ0CPlvHV,The Suburbs,3kjuyTCjPG1WMFCiyc5IuB,Arcade Fire,Sprawl II (Mountains Beyond Mountains),https://open.spotify.com/track/0U0p8weaMIbIFMJ0CPlvHV,62,2020-03-09T02:39:31Z,2010,2010,0.518,0.81,8,-6.445,1,0.029,0.016,0.0013,0.115,0.179,99.968,audio_features,0U0p8weaMIbIFMJ0CPlvHV,https://api.spotify.com/v1/tracks/0U0p8weaMIbIFMJ0CPlvHV,https://api.spotify.com/v1/audio-analysis/0U0p8weaMIbIFMJ0CPlvHV,325547,4,394.0,1
spotify:track:6mzSjhOF5CaH97ySiSzsot,The Suburbs (Deluxe),3kjuyTCjPG1WMFCiyc5IuB,Arcade Fire,Suburban War,https://open.spotify.com/track/6mzSjhOF5CaH97ySiSzsot,31,2020-03-09T02:40:25Z,2010-07-01,2010,0.316,0.858,5,-5.813,1,0.0372,0.121,0.141,0.128,0.587,119.908,audio_features,6mzSjhOF5CaH97ySiSzsot,https://api.spotify.com/v1/tracks/6mzSjhOF5CaH97ySiSzsot,https://api.spotify.com/v1/audio-analysis/6mzSjhOF5CaH97ySiSzsot,285293,3,394.0,1
spotify:track:5VWRCDKukSgYRAhXMriSCu,The Suburbs (Deluxe),3kjuyTCjPG1WMFCiyc5IuB,Arcade Fire,Modern Man,https://open.spotify.com/track/5VWRCDKukSgYRAhXMriSCu,33,2020-03-09T02:39:54Z,2010-07-01,2010,0.681,0.694,9,-7.347,1,0.0336,0.34,0.0304,0.122,0.612,122.257,audio_features,5VWRCDKukSgYRAhXMriSCu,https://api.spotify.com/v1/tracks/5VWRCDKukSgYRAhXMriSCu,https://api.spotify.com/v1/audio-analysis/5VWRCDKukSgYRAhXMriSCu,279747,4,394.0,1
spotify:track:0doEeyNpSTtMmrGh4DTzxc,The Suburbs (Deluxe),3kjuyTCjPG1WMFCiyc5IuB,Arcade Fire,Rococo,https://open.spotify.com/track/0doEeyNpSTtMmrGh4DTzxc,32,2020-03-09T02:40:08Z,2010-07-01,2010,0.314,0.872,7,-5.301,1,0.0376,0.268,0.262,0.256,0.38,166.446,audio_features,0doEeyNpSTtMmrGh4DTzxc,https://api.spotify.com/v1/tracks/0doEeyNpSTtMmrGh4DTzxc,https://api.spotify.com/v1/audio-analysis/0doEeyNpSTtMmrGh4DTzxc,236787,3,394.0,1
spotify:track:3GgA0KZ3AMu8SInRmB1pmo,The Suburbs (Deluxe),3kjuyTCjPG1WMFCiyc5IuB,Arcade Fire,We Used to Wait,https://open.spotify.com/track/3GgA0KZ3AMu8SInRmB1pmo,32,2020-03-09T02:41:23Z,2010-07-01,2010,0.571,0.657,8,-7.206,1,0.0273,0.0797,0.0245,0.104,0.49,120.705,audio_features,3GgA0KZ3AMu8SInRmB1pmo,https://api.spotify.com/v1/tracks/3GgA0KZ3AMu8SInRmB1pmo,https://api.spotify.com/v1/audio-analysis/3GgA0KZ3AMu8SInRmB1pmo,301400,4,394.0,1
spotify:track:0h6zNG0N1cgh4fj7blWeqX,Hazards Of Love,7ITd48RbLVpUfheE7B86o2,The Decemberists,An Interlude,https://open.spotify.com/track/0h6zNG0N1cgh4fj7blWeqX,27,2020-03-09T01:49:28Z,2009-01-01,2009,0.517,0.17,2,-15.192,1,0.0313,0.947,0.939,0.164,0.546,86.389,audio_features,0h6zNG0N1cgh4fj7blWeqX,https://api.spotify.com/v1/tracks/0h6zNG0N1cgh4fj7blWeqX,https://api.spotify.com/v1/audio-analysis/0h6zNG0N1cgh4fj7blWeqX,100253,4,387.0,1
spotify:track:1QZkFFdJ44sfQlzhzqDx9b,Wincing The Night Away,4LG4Bs1Gadht7TCrMytQUO,The Shins,Sleeping Lessons,https://open.spotify.com/track/1QZkFFdJ44sfQlzhzqDx9b,0,2020-03-09T02:15:31Z,2007-01-29,2007,0.517,0.511,4,-8.191,1,0.0339,0.19,0.00827,0.14,0.179,115.022,audio_features,1QZkFFdJ44sfQlzhzqDx9b,https://api.spotify.com/v1/tracks/1QZkFFdJ44sfQlzhzqDx9b,https://api.spotify.com/v1/audio-analysis/1QZkFFdJ44sfQlzhzqDx9b,238027,4,377.0,1
spotify:track:3GbvAuf1qB1XxwnNoRcAFy,Wincing The Night Away,4LG4Bs1Gadht7TCrMytQUO,The Shins,Sleeping Lessons,https://open.spotify.com/track/3GbvAuf1qB1XxwnNoRcAFy,57,2020-06-10T14:24:53Z,2007-01-23,2007,0.517,0.511,4,-8.191,1,0.0339,0.19,0.00827,0.14,0.179,115.022,audio_features,3GbvAuf1qB1XxwnNoRcAFy,https://api.spotify.com/v1/tracks/3GbvAuf1qB1XxwnNoRcAFy,https://api.spotify.com/v1/audio-analysis/3GbvAuf1qB1XxwnNoRcAFy,238027,4,377.0,1
spotify:track:41c6R2RLOiO0tglrV7Uxr2,Sky Blue Sky,2QoU3awHVdcHS8LrZEKvSM,Wilco,Sky Blue Sky,https://open.spotify.com/track/41c6R2RLOiO0tglrV7Uxr2,41,2020-06-13T20:56:50Z,2007-05-11,2007,0.685,0.364,0,-12.232,1,0.0373,0.708,0.0278,0.114,0.298,116.324,audio_features,41c6R2RLOiO0tglrV7Uxr2,https://api.spotify.com/v1/tracks/41c6R2RLOiO0tglrV7Uxr2,https://api.spotify.com/v1/audio-analysis/41c6R2RLOiO0tglrV7Uxr2,202827,4,365.0,1
spotify:track:4xmeLj3uVcoAwgDtwM4MbG,Yankee Hotel Foxtrot,2QoU3awHVdcHS8LrZEKvSM,Wilco,Heavy Metal Drummer,https://open.spotify.com/track/4xmeLj3uVcoAwgDtwM4MbG,55,2019-11-03T17:38:13Z,2002-04-16,2002,0.661,0.66,7,-9.061,1,0.0373,0.0257,0.00977,0.256,0.814,120.617,audio_features,4xmeLj3uVcoAwgDtwM4MbG,https://api.spotify.com/v1/tracks/4xmeLj3uVcoAwgDtwM4MbG,https://api.spotify.com/v1/audio-analysis/4xmeLj3uVcoAwgDtwM4MbG,188840,4,365.0,1
